ID,GENDER,INCOME,FAMILY_STATUS,HOUSING_TYPE,FAM_MEMBERS,STATUS
5023141,F,112500,Single,House,1,X
5023142,F,112500,Single,House,1,X
5023143,F,112500,Single,House,1,X
5023144,F,112500,Single,House,1,X
5023145,F,112500,Single,House,1,X
5023146,F,112500,Single,House,1,X
5023147,F,112500,Single,House,1,X
5023150,M,315000,Married,House,3,X
5023151,M,315000,Married,House,3,X
5023152,M,315000,Married,House,3,X
6052073,M,315000,Married,House,3,X
5023153,F,126000,Married,Municipal apartment,2,X
5023159,F,126000,Married,Municipal apartment,2,X
5023160,F,126000,Married,Municipal apartment,2,X
5023161,F,126000,Married,Municipal apartment,2,X
5023163,F,135000,Separated,House,1,X
5023164,F,135000,Separated,House,1,X
6052075,F,135000,Separated,House,1,X
5023168,F,153000,Married,House,2,X
5023169,F,153000,Married,House,2,X
5023170,F,117000,Married,House,3,0
5023171,F,117000,Married,House,3,X
6052077,F,117000,Married,House,3,0
5023172,F,337500,Civil marriage,House,3,X
5023173,F,337500,Civil marriage,House,3,X
5023176,F,337500,Civil marriage,House,3,X
5023177,F,337500,Civil marriage,House,3,X
6052079,F,337500,Civil marriage,House,3,X
5023180,F,67500,Married,House,2,X
5023181,F,67500,Married,House,2,X
5023182,F,67500,Married,House,2,X
6052081,F,67500,Married,House,2,X
5023183,M,135000,Married,House,2,X
5023184,M,135000,Married,House,2,X
5023185,M,135000,Married,House,2,X
5023186,M,135000,Married,House,2,X
5023187,M,135000,Married,House,2,X
5023188,M,135000,Married,House,2,X
5023190,F,315000,Married,House,3,X
5023191,M,49500,Civil marriage,House,2,X
5023193,M,49500,Civil marriage,House,2,X
5023194,M,49500,Civil marriage,House,2,X
5023195,M,49500,Civil marriage,House,2,X
5023196,M,49500,Civil marriage,House,2,X
5023197,M,49500,Civil marriage,House,2,0
5023198,M,49500,Civil marriage,House,2,0
5023199,M,49500,Civil marriage,House,2,0
5023200,M,180000,Married,House,4,0
5023201,M,180000,Married,House,4,0
5023202,M,180000,Married,House,4,0
5023203,M,180000,Married,House,4,0
5023204,M,180000,Married,House,4,C
5023205,M,135000,Married,House,2,C
5023206,F,135000,Married,House,3,C
5023207,F,135000,Married,House,3,C
5023208,F,135000,Married,House,3,C
5023209,F,135000,Married,House,3,C
5023210,F,135000,Married,House,3,C
5023211,F,135000,Married,House,3,C
5023212,F,135000,Married,House,3,C
5023213,M,225000,Married,House,2,C
5023214,M,225000,Married,House,2,C
5023215,M,225000,Married,House,2,C
5023216,M,225000,Married,House,2,C
5023217,M,225000,Married,House,2,C
5023224,F,135000,Married,House,2,C
5023229,F,90000,Widow,House,1,C
5023230,F,90000,Widow,House,1,C
5023231,M,270000,Separated,House,1,C
5023232,F,225000,Single,House,1,C
5023233,F,225000,Single,House,1,C
5023234,F,225000,Single,House,1,C
5023235,F,225000,Single,House,1,C
5023236,F,225000,Single,House,1,C
5023237,F,225000,Single,House,1,C
5023238,F,225000,Single,House,1,C
6051994,F,225000,Single,House,1,C
5023239,M,225000,Married,Rent,4,C
5023240,M,225000,Married,Rent,4,0
5023241,M,225000,Married,Rent,4,0
5023242,M,225000,Married,Rent,4,0
5023244,M,225000,Married,Rent,4,0
5023245,M,225000,Married,Rent,4,0
5023246,M,225000,Married,Rent,4,0
5023247,M,225000,Married,Rent,4,X
5023248,M,225000,Married,Rent,4,C
5023249,M,225000,Married,Rent,4,C
5023250,F,67500,Married,House,2,C
5023251,F,67500,Married,House,2,C
5023252,F,67500,Married,House,2,C
6052086,F,67500,Married,House,2,C
5023253,M,112500,Separated,House,1,C
5023254,M,112500,Separated,House,1,C
5023255,M,112500,Separated,House,1,C
5023256,M,112500,Separated,House,1,0
5023257,M,180000,Married,House,2,0
5023258,M,180000,Married,House,2,0
5023259,M,180000,Married,House,2,1
5023260,M,180000,Married,House,2,0
5023261,M,180000,Married,House,2,0
5023262,M,180000,Married,House,2,0
5023263,M,180000,Married,House,2,0
5023264,M,180000,Married,House,2,0
5023265,M,135000,Married,House,2,0
5023266,F,157500,Married,House,3,X
5023267,F,157500,Married,House,3,C
5023268,F,157500,Married,House,3,C
5023270,M,135000,Married,House,2,C
5023271,M,135000,Married,House,2,C
5023272,F,76500,Widow,House,1,0
5023273,F,76500,Widow,House,1,0
5023274,F,76500,Widow,House,1,0
5023277,F,81000,Married,House,2,0
5023279,F,180000,Married,House,2,0
5023280,F,180000,Married,House,2,X
5023282,F,180000,Married,House,2,X
5023283,F,180000,Married,House,2,0
5023284,F,180000,Married,House,2,0
5023285,M,189000,Married,House,2,X
6052082,M,189000,Married,House,2,0
5023286,F,45000,Married,House,3,X
5023287,F,45000,Married,House,3,0
5023288,F,45000,Married,House,3,X
5023289,F,45000,Married,House,3,X
5023290,F,45000,Married,House,3,X
5023292,F,225000,Civil marriage,House,3,X
5023295,F,225000,Civil marriage,House,3,X
6052083,F,225000,Civil marriage,House,3,X
5023298,F,67500,Married,House,3,0
5023299,F,67500,Married,House,3,0
5023300,F,67500,Married,House,3,0
5023301,F,67500,Married,House,3,X
5023302,F,67500,Married,House,3,X
5023303,M,225000,Married,House,3,X
5023304,M,225000,Married,House,3,X
5023305,M,225000,Married,House,3,X
5023306,M,225000,Married,House,3,X
5023307,M,225000,Married,House,3,X
5023308,M,225000,Married,House,3,X
5023309,M,225000,Married,House,3,X
5023310,M,225000,Married,House,3,X
5023311,M,225000,Married,House,3,X
5023312,M,225000,Married,House,3,X
5023313,M,225000,Married,House,3,X
5023314,M,225000,Married,House,3,X
5023315,M,225000,Married,House,3,X
5023316,M,225000,Married,House,3,X
5023318,F,202500,Married,House,2,X
6052088,F,202500,Married,House,2,X
5023320,F,135000,Married,House,2,X
5023321,F,135000,Married,House,2,X
6052089,F,135000,Married,House,2,X
5023323,M,135000,Married,House,4,X
5023324,M,135000,Married,House,4,X
5023325,M,135000,Married,House,4,X
5023326,M,135000,Married,House,4,0
5023327,M,81000,Married,House,4,X
5023328,M,81000,Married,House,4,X
5023329,M,81000,Married,House,4,X
5023330,M,81000,Married,House,4,0
5023331,M,81000,Married,House,4,X
5023332,M,81000,Married,House,4,X
5023333,M,81000,Married,House,4,X
5023334,M,81000,Married,House,4,0
5023336,F,135000,Married,House,2,X
5023339,F,135000,Married,House,2,X
5023341,F,135000,Married,House,2,X
5023342,M,900000,Married,House,2,X
5023345,M,900000,Married,House,2,X
5023347,M,900000,Married,House,2,X
5023348,M,900000,Married,House,2,X
5023350,M,900000,Married,House,2,X
5023351,M,90000,Married,House,2,X
5023352,M,90000,Married,House,2,X
5023353,M,90000,Married,House,2,C
6052005,M,90000,Married,House,2,C
6052006,M,90000,Married,House,2,C
5023354,M,180000,Single,House,1,C
5023355,M,180000,Single,House,1,C
5023356,M,180000,Single,House,1,C
5023357,M,180000,Single,House,1,C
5023358,M,180000,Single,House,1,C
5023359,M,180000,Single,House,1,C
5023361,M,180000,Single,House,1,C
5023362,M,180000,Single,House,1,C
5023363,M,180000,Single,House,1,C
5023364,M,180000,Single,House,1,C
5023365,M,180000,Single,House,1,C
5023366,M,180000,Single,House,1,C
6052092,M,180000,Single,House,1,C
5023367,F,90000,Married,House,2,C
5023368,F,67500,Married,House,2,C
5023369,M,135000,Single,House,1,C
5023370,M,135000,Single,House,1,C
5023373,F,157500,Married,House,4,C
5023374,F,157500,Married,House,4,C
6052093,F,157500,Married,House,4,C
6052094,F,157500,Married,House,4,C
5023377,F,81000,Married,House,2,C
5023378,F,81000,Married,House,2,C
5023379,F,81000,Married,House,2,C
5023380,F,81000,Married,House,2,C
5023385,F,81000,Married,House,2,C
5023386,F,81000,Married,House,2,C
5023387,M,83250,Married,House,2,C
5023389,M,157500,Married,House,4,C
5023390,M,157500,Married,House,4,C
5023392,F,99000,Widow,House,1,C
5023394,F,99000,Widow,House,1,C
5023397,F,99000,Widow,House,1,C
5023398,F,99000,Widow,House,1,C
5023399,F,99000,Widow,House,1,C
5023400,F,99000,Widow,House,1,C
5023401,F,99000,Widow,House,1,C
5023402,F,99000,Widow,House,1,C
5023406,F,99000,Widow,House,1,C
5023407,F,135000,Married,House,2,0
5023408,F,112500,Married,House,2,0
5023409,F,112500,Married,House,2,0
5023410,F,112500,Married,House,2,0
5023411,F,112500,Married,House,2,0
5023412,F,112500,Married,House,2,0
5023414,F,225000,Married,House,3,0
5023415,F,225000,Married,House,3,0
5023417,F,225000,Married,House,3,0
5023419,F,225000,Married,House,3,0
5023420,F,225000,Married,House,3,0
5023421,F,225000,Married,House,3,0
5023422,F,225000,Married,House,3,0
5023423,F,225000,Married,House,3,0
6052096,F,225000,Married,House,3,C
6052097,F,225000,Married,House,3,C
6052098,F,225000,Married,House,3,C
5023425,M,157500,Married,House,5,C
5023426,M,157500,Married,House,5,C
5023427,M,157500,Married,House,5,C
5023428,M,157500,Married,House,5,C
5023429,M,157500,Married,House,5,C
5023430,F,108000,Married,House,2,C
5023431,F,108000,Married,House,2,C
5023432,F,108000,Married,House,2,C
5023433,F,108000,Married,House,2,C
5023435,F,180000,Single,House,1,C
5023438,F,180000,Single,House,1,C
5023439,F,180000,Single,House,1,C
5023440,F,180000,Single,House,1,C
5023441,F,180000,Single,House,1,C
5023442,F,180000,Single,House,1,C
5023443,F,180000,Single,House,1,C
5023444,F,180000,Single,House,1,C
5023445,F,180000,Single,House,1,C
5023447,F,180000,Married,House,2,C
5023448,F,180000,Married,House,2,C
5023449,F,180000,Married,House,2,C
5023450,F,180000,Married,House,2,C
5023451,F,180000,Married,House,2,C
5023452,F,180000,Married,House,2,C
5023453,F,180000,Married,House,2,C
5023454,F,180000,Married,House,2,C
5023456,F,180000,Married,House,2,X
5023457,F,180000,Married,House,2,X
5023460,F,315000,Single,House,1,0
5023461,F,315000,Single,House,1,0
5023462,F,315000,Single,House,1,0
5023465,F,315000,Single,House,1,0
5023467,F,315000,Single,House,1,X
5023468,F,315000,Single,House,1,0
5023469,F,315000,Single,House,1,0
5023470,F,315000,Single,House,1,X
5023471,F,315000,Single,House,1,X
5023472,F,315000,Single,House,1,X
5023473,F,315000,Single,House,1,X
5023474,F,315000,Single,House,1,X
5023475,F,315000,Single,House,1,X
6052099,F,315000,Single,House,1,0
5023476,F,135000,Married,House,2,0
5023478,F,135000,Married,House,2,0
5023479,F,119250,Married,House,3,X
5023480,F,119250,Married,House,3,X
5023481,F,119250,Married,House,3,X
5023482,F,119250,Married,House,3,X
5023483,F,119250,Married,House,3,X
5023484,F,119250,Married,House,3,X
6052011,F,119250,Married,House,3,X
5023486,F,112500,Married,House,2,X
5023490,M,83250,Married,House,2,X
5023491,M,83250,Married,House,2,X
5023492,M,83250,Married,House,2,X
5023493,M,83250,Married,House,2,X
5023494,F,112500,Married,House,3,X
5023495,F,112500,Married,House,3,X
5023496,F,112500,Married,House,3,X
5023497,F,112500,Married,House,3,X
5023499,F,63000,Single,Municipal apartment,2,X
5023500,F,63000,Single,Municipal apartment,2,X
5023502,F,63000,Single,Municipal apartment,2,X
5023503,F,63000,Single,Municipal apartment,2,X
5023504,F,63000,Single,Municipal apartment,2,X
6052012,F,63000,Single,Municipal apartment,2,X
6052013,F,63000,Single,Municipal apartment,2,X
5023505,F,207000,Widow,House,1,X
5023506,F,207000,Widow,House,1,X
5023507,F,207000,Widow,House,1,X
5023508,M,112500,Married,House,3,X
5023509,M,112500,Married,House,3,X
5023511,M,112500,Married,House,3,X
5023513,M,112500,Married,House,3,X
5023514,M,112500,Married,House,3,X
5023516,M,112500,Married,House,3,X
5023517,M,112500,Married,House,3,X
5023518,M,112500,Married,House,3,X
5023519,M,112500,Married,House,3,X
5023520,M,112500,Married,House,3,0
5023521,M,112500,Married,House,3,X
5023522,M,180000,Married,House,2,X
5023523,M,180000,Married,House,2,X
5023524,M,180000,Married,House,2,X
6052014,M,180000,Married,House,2,X
5023526,F,274500,Married,House,2,X
5023527,F,274500,Married,House,2,X
5023528,F,274500,Married,House,2,X
5023531,F,274500,Married,House,2,X
5023532,F,274500,Married,House,2,X
5023533,F,202500,Separated,House,1,X
5023534,F,202500,Separated,House,1,X
5023535,F,202500,Separated,House,1,X
5023536,F,202500,Separated,House,1,X
5023537,F,202500,Separated,House,1,X
5023539,F,81000,Married,Municipal apartment,2,C
5023540,F,90000,Civil marriage,House,2,C
5023541,F,90000,Civil marriage,House,2,C
5023542,F,90000,Civil marriage,House,2,C
5023543,F,90000,Civil marriage,House,2,C
5023544,F,90000,Civil marriage,House,2,C
5023545,F,90000,Civil marriage,House,2,C
5023546,M,90900,Married,House,2,C
5023547,M,90900,Married,House,2,C
5023548,M,90900,Married,House,2,C
5023549,M,90900,Married,House,2,C
5023550,M,90900,Married,House,2,C
6052032,M,90900,Married,House,2,C
5023551,F,202500,Single,House,1,C
5023552,F,202500,Single,House,1,C
5023553,F,202500,Single,House,1,C
5023554,F,180000,Married,House,3,C
5023555,F,180000,Married,House,3,C
5023556,F,180000,Married,House,3,C
5023558,F,202500,Widow,House,1,C
5023559,F,202500,Widow,House,1,C
5023560,F,202500,Widow,House,1,C
5023562,F,202500,Widow,House,1,C
5023563,F,202500,Widow,House,1,C
5023564,F,202500,Widow,House,1,C
5023566,M,270000,Married,House,5,C
5023567,M,270000,Married,House,5,C
5023569,F,180000,Separated,House,1,C
5023570,F,180000,Separated,House,1,C
5023573,F,202500,Married,House,2,C
5023576,F,202500,Married,House,2,C
5023577,F,202500,Married,House,2,C
5023579,F,180000,Widow,House,1,C
5023580,F,180000,Widow,House,1,C
5023581,F,180000,Widow,House,1,C
5023582,F,180000,Widow,House,1,C
5023584,M,202500,Separated,House,1,C
5023585,M,202500,Separated,House,1,C
5023587,M,202500,Separated,House,1,C
5023588,M,202500,Separated,House,1,C
5023589,M,202500,Separated,House,1,C
5023590,M,202500,Separated,House,1,C
5023591,M,202500,Separated,House,1,0
5023592,M,202500,Separated,House,1,0
5023593,M,202500,Separated,House,1,0
5023594,M,135000,Married,House,2,0
5023595,M,135000,Married,House,2,0
5023596,M,135000,Married,House,2,0
5023598,F,225000,Married,House,2,0
5023599,F,225000,Married,House,2,0
5023600,F,225000,Married,House,2,0
5023602,F,135000,Married,House,2,0
5023603,F,135000,Married,House,2,0
5023604,F,135000,Married,House,2,0
5023605,F,135000,Married,House,2,X
5023608,M,360000,Married,House,3,X
6052106,M,360000,Married,House,3,C
5023609,F,135000,Married,House,2,C
5023610,F,135000,Married,House,2,C
6052037,F,135000,Married,House,2,C
5023611,M,202500,Married,House,2,C
5023612,M,202500,Married,House,2,C
5023613,M,202500,Married,House,2,C
5023614,M,202500,Married,House,2,C
5023615,M,202500,Married,House,2,C
5023616,M,202500,Married,House,2,C
5023617,F,157500,Married,House,4,C
5023618,F,157500,Married,House,4,C
5023619,F,157500,Married,House,4,C
5023621,F,157500,Married,House,4,C
5023622,F,157500,Married,House,4,C
5023623,F,180000,Married,House,4,C
5023624,F,180000,Married,House,4,C
5023626,F,180000,Married,House,4,C
6052107,F,180000,Married,House,4,C
5023627,F,270000,Widow,House,1,C
5023628,F,270000,Widow,House,1,C
5023629,F,270000,Widow,House,1,C
5023630,F,270000,Widow,House,1,C
5023631,F,270000,Widow,House,1,C
5023632,F,270000,Widow,House,1,C
5023635,M,157500,Married,House,3,C
5023636,M,157500,Married,House,3,C
5023638,M,157500,Married,House,3,C
5023639,M,225000,Married,House,4,C
5023640,M,225000,Married,House,4,C
5023644,M,225000,Married,House,4,C
5023645,M,225000,Married,House,4,C
5023646,M,225000,Married,House,4,C
5023647,M,225000,Married,House,4,C
5023650,F,225000,Single,House,1,C
5023651,F,225000,Single,House,1,C
5023652,F,225000,Single,House,1,C
5023655,F,225000,Single,House,1,C
5023656,F,225000,Single,House,1,C
5023657,F,225000,Single,House,1,C
5023660,M,99000,Married,House,4,C
5023661,M,99000,Married,House,4,0
5023662,M,99000,Married,House,4,0
5023663,M,99000,Married,House,4,0
5023664,M,99000,Married,House,4,0
5023665,M,99000,Married,House,4,0
6052038,M,99000,Married,House,4,0
5023666,F,90000,Married,House,2,0
5023668,F,90000,Married,House,2,0
5023671,F,90000,Married,House,2,0
5023672,F,90000,Married,House,2,0
5023673,F,90000,Married,House,2,X
5023674,F,90000,Married,House,2,0
5023675,F,90000,Married,House,2,0
6052039,F,90000,Married,House,2,0
6052040,F,90000,Married,House,2,X
5023677,F,117000,Married,House,2,0
5023678,F,117000,Married,House,2,0
5023679,M,225000,Married,House,2,C
5023681,F,67500,Civil marriage,House,3,C
5023682,F,67500,Civil marriage,House,3,0
5023683,F,67500,Civil marriage,House,3,C
6052108,F,67500,Civil marriage,House,3,C
5023684,M,279000,Married,House,2,C
5023685,M,279000,Married,House,2,C
5023687,M,279000,Married,House,2,0
6052113,M,279000,Married,House,2,C
5023688,F,135000,Single,House,1,C
5023689,F,135000,Single,House,1,C
5023690,F,135000,Single,House,1,C
5023691,F,135000,Single,House,1,C
5023692,F,135000,Single,House,1,C
5023693,F,135000,Single,House,1,C
5023696,F,117000,Civil marriage,House,2,C
5023697,F,117000,Civil marriage,House,2,C
5023698,F,117000,Civil marriage,House,2,C
5023699,F,180000,Married,House,2,C
5023700,F,180000,Married,House,2,C
5023703,F,180000,Married,House,2,C
5023705,F,180000,Married,House,2,C
5023706,F,180000,Married,House,2,C
5023707,F,180000,Married,House,2,C
5023711,F,180000,Married,House,2,X
5023712,F,180000,Married,House,2,C
5023713,F,180000,Married,House,2,C
5023714,F,180000,Married,House,2,C
6052041,F,180000,Married,House,2,C
6052042,F,180000,Married,House,2,C
6052043,F,180000,Married,House,2,C
6052045,F,180000,Married,House,2,C
6052046,F,180000,Married,House,2,C
5023716,F,175500,Married,House,2,C
5023718,F,175500,Married,House,2,C
5023719,F,175500,Married,House,2,C
5023720,F,175500,Married,House,2,0
5023721,M,112500,Married,House,2,X
5023722,M,112500,Married,House,2,X
5023723,M,112500,Married,House,2,X
6052115,M,112500,Married,House,2,X
5023724,M,495000,Married,House,3,X
5023725,M,495000,Married,House,3,X
5023726,M,495000,Married,House,3,X
5023727,M,495000,Married,House,3,X
5023728,M,495000,Married,House,3,X
5023729,M,495000,Married,House,3,0
5023730,M,495000,Married,House,3,X
6052116,M,495000,Married,House,3,X
5023731,F,90000,Single,With parents,1,X
5023733,F,216000,Civil marriage,House,2,X
6052048,F,216000,Civil marriage,House,2,X
5023734,F,90000,Married,House,2,X
5023735,F,90000,Married,House,2,X
5023736,F,90000,Married,House,2,X
5023737,F,90000,Married,House,2,X
5023739,F,90000,Married,House,2,X
5023743,F,90000,Married,House,2,X
5023745,F,90000,Married,House,2,0
5023748,M,157500,Married,House,2,X
5023749,M,157500,Married,House,2,X
5023750,M,157500,Married,House,2,X
5023751,M,157500,Married,House,2,X
5023752,M,157500,Married,House,2,X
5023753,M,157500,Married,House,2,X
6052049,M,157500,Married,House,2,X
5023754,F,135000,Widow,House,1,X
5023755,F,135000,Widow,House,1,X
5023756,F,135000,Widow,House,1,X
5023757,F,135000,Widow,House,1,0
5023758,F,135000,Widow,House,1,C
5023759,F,135000,Widow,House,1,C
5023760,F,135000,Widow,House,1,C
5023761,F,135000,Widow,House,1,C
5023762,F,90000,Married,House,2,1
5023763,F,90000,Married,House,2,1
5023764,F,90000,Married,House,2,1
5023765,F,90000,Married,House,2,1
5023766,F,211500,Married,House,2,0
5023767,F,211500,Married,House,2,0
5023768,F,211500,Married,House,2,0
5023770,F,211500,Married,House,2,0
5023771,M,99000,Married,House,2,0
5023774,M,99000,Married,House,2,0
5023776,M,270000,Married,House,2,0
5023777,M,270000,Married,House,2,C
5023778,M,270000,Married,House,2,C
5023779,M,270000,Married,House,2,C
5023780,F,157500,Civil marriage,House,2,C
5023811,M,202500,Married,With parents,2,C
6641375,M,202500,Married,With parents,2,C
6641376,M,202500,Married,With parents,2,C
6790051,M,202500,Married,With parents,2,C
6790052,M,202500,Married,With parents,2,C
6790053,M,202500,Married,With parents,2,C
6790054,M,202500,Married,With parents,2,C
6790055,M,202500,Married,With parents,2,C
6790056,M,202500,Married,With parents,2,C
6790057,M,202500,Married,With parents,2,C
6790059,M,202500,Married,With parents,2,C
6790060,M,202500,Married,With parents,2,0
6790061,M,202500,Married,With parents,2,0
5023812,F,202500,Separated,House,2,0
6790085,F,202500,Separated,House,2,0
6790086,F,202500,Separated,House,2,0
5023813,F,405000,Civil marriage,House,2,0
5552568,F,405000,Civil marriage,House,2,0
5552569,F,405000,Civil marriage,House,2,0
5552571,F,405000,Civil marriage,House,2,0
5552572,F,405000,Civil marriage,House,2,0
5552573,F,405000,Civil marriage,House,2,0
6641301,F,405000,Civil marriage,House,2,0
5023814,M,180000,Married,House,2,0
5552032,M,180000,Married,House,2,0
5552033,M,180000,Married,House,2,0
5552034,M,180000,Married,House,2,0
6641419,M,180000,Married,House,2,0
5023816,F,225000,Married,House,3,0
6790240,F,225000,Married,House,3,0
6790243,F,225000,Married,House,3,0
6790244,F,225000,Married,House,3,0
6790245,F,225000,Married,House,3,C
5023819,M,135000,Civil marriage,House,2,C
5552082,M,135000,Civil marriage,House,2,C
5552083,M,135000,Civil marriage,House,2,C
5552084,M,135000,Civil marriage,House,2,C
6641361,M,135000,Civil marriage,House,2,C
6641362,M,135000,Civil marriage,House,2,C
5023820,F,112500,Married,House,2,C
6790254,F,112500,Married,House,2,X
6790255,F,112500,Married,House,2,0
6790257,F,112500,Married,House,2,0
6790258,F,112500,Married,House,2,X
5023821,F,180000,Married,House,2,0
6790268,F,180000,Married,House,2,0
6790271,F,180000,Married,House,2,0
6790272,F,180000,Married,House,2,X
5023824,F,216000,Married,House,3,0
5552161,F,216000,Married,House,3,X
5552162,F,216000,Married,House,3,0
5552163,F,216000,Married,House,3,0
5552164,F,216000,Married,House,3,C
5552165,F,216000,Married,House,3,C
5552166,F,216000,Married,House,3,C
5552168,F,216000,Married,House,3,C
5552169,F,216000,Married,House,3,C
5552170,F,216000,Married,House,3,C
5552171,F,216000,Married,House,3,C
5552172,F,216000,Married,House,3,C
6641317,F,216000,Married,House,3,C
6641318,F,216000,Married,House,3,C
5023825,M,247500,Married,House,3,C
6790359,M,247500,Married,House,3,C
6790360,M,247500,Married,House,3,C
5023827,F,292500,Married,House,2,C
5552235,F,292500,Married,House,2,C
5552237,F,292500,Married,House,2,C
5552238,F,292500,Married,House,2,C
5552241,F,292500,Married,House,2,C
5552242,F,292500,Married,House,2,C
5552243,F,292500,Married,House,2,0
5023830,F,135000,Separated,House,2,X
6641471,F,135000,Separated,House,2,X
6764159,F,135000,Separated,House,2,0
6764160,F,135000,Separated,House,2,1
6764161,F,135000,Separated,House,2,X
6764162,F,135000,Separated,House,2,0
6641445,F,112500,Married,House,4,X
6790404,F,112500,Married,House,4,0
6790405,F,112500,Married,House,4,X
6790408,F,112500,Married,House,4,X
6790410,F,112500,Married,House,4,X
6790411,F,112500,Married,House,4,0
6790416,F,112500,Married,House,4,0
5023832,F,112500,Married,House,2,0
6790417,F,112500,Married,House,2,X
6790418,F,112500,Married,House,2,X
6790420,F,112500,Married,House,2,C
6790422,F,112500,Married,House,2,C
6790423,F,112500,Married,House,2,C
6790424,F,112500,Married,House,2,C
5023833,F,540000,Married,House,2,C
6790425,F,540000,Married,House,2,C
6790426,F,540000,Married,House,2,C
6790427,F,540000,Married,House,2,C
6790428,F,540000,Married,House,2,C
6790431,F,540000,Married,House,2,C
6790432,F,540000,Married,House,2,C
6790434,F,540000,Married,House,2,C
6790436,F,540000,Married,House,2,C
6790437,F,540000,Married,House,2,C
5023834,M,112500,Married,House,3,C
5552280,M,112500,Married,House,3,C
5552281,M,112500,Married,House,3,C
5552282,M,112500,Married,House,3,C
5552283,M,112500,Married,House,3,C
5023836,F,135000,Widow,House,1,C
5552300,F,135000,Widow,House,1,C
5023837,F,112500,Married,House,2,C
5508815,F,112500,Married,House,2,C
5508817,F,112500,Married,House,2,C
5508818,F,112500,Married,House,2,C
5508819,F,112500,Married,House,2,C
5508820,F,112500,Married,House,2,C
6641382,F,112500,Married,House,2,C
5023838,F,315000,Civil marriage,House,2,C
5508842,F,315000,Civil marriage,House,2,C
6641417,F,315000,Civil marriage,House,2,C
6641418,F,315000,Civil marriage,House,2,C
5023839,M,220500,Married,House,3,C
5552311,M,220500,Married,House,3,C
5552313,M,220500,Married,House,3,C
5552314,M,220500,Married,House,3,C
5552318,M,220500,Married,House,3,C
5552319,M,220500,Married,House,3,C
5552320,M,220500,Married,House,3,1
5552321,M,220500,Married,House,3,1
5552322,M,220500,Married,House,3,0
5552323,M,220500,Married,House,3,1
5552324,M,220500,Married,House,3,0
6641338,M,220500,Married,House,3,0
5023841,F,180000,Married,House,2,0
5552362,F,180000,Married,House,2,0
5552363,F,180000,Married,House,2,0
5552364,F,180000,Married,House,2,0
5552365,F,180000,Married,House,2,0
5552366,F,180000,Married,House,2,X
5552369,F,180000,Married,House,2,X
5552371,F,180000,Married,House,2,X
5552372,F,180000,Married,House,2,0
5552373,F,180000,Married,House,2,X
5552374,F,180000,Married,House,2,0
5552376,F,180000,Married,House,2,0
5552377,F,180000,Married,House,2,1
5023842,F,292500,Single,House,1,0
6789882,F,292500,Single,House,1,X
6789885,F,292500,Single,House,1,0
6789886,F,292500,Single,House,1,0
5023843,F,90000,Married,House,2,X
5508881,F,90000,Married,House,2,0
5508882,F,90000,Married,House,2,0
5023844,F,121500,Married,House,3,1
6789931,F,121500,Married,House,3,0
6789932,F,121500,Married,House,3,0
6789933,F,121500,Married,House,3,X
6789934,F,121500,Married,House,3,X
6789935,F,121500,Married,House,3,0
6789936,F,121500,Married,House,3,X
6789937,F,121500,Married,House,3,X
5023845,M,144000,Married,House,3,X
6789955,M,144000,Married,House,3,X
6789956,M,144000,Married,House,3,0
6789957,M,144000,Married,House,3,X
6789958,M,144000,Married,House,3,0
5023846,M,405000,Married,House,2,X
5508914,M,405000,Married,House,2,0
5508915,M,405000,Married,House,2,X
5023848,M,49500,Single,House,1,0
6789991,M,49500,Single,House,1,0
5023849,M,180000,Civil marriage,House,4,X
6641442,M,180000,Civil marriage,House,4,X
6641443,M,180000,Civil marriage,House,4,0
6790022,M,180000,Civil marriage,House,4,1
6790023,M,180000,Civil marriage,House,4,X
6790024,M,180000,Civil marriage,House,4,0
5023851,F,135000,Single,House,2,X
5023856,F,450000,Married,House,2,0
5023858,F,450000,Married,House,2,X
5023859,F,450000,Married,House,2,X
5023860,F,450000,Married,House,2,X
5794717,F,450000,Married,House,2,0
5023862,F,112500,Married,House,2,X
5023863,F,112500,Married,House,2,X
5023864,F,112500,Married,House,2,X
5023865,F,112500,Married,House,2,0
5023866,F,112500,Married,House,2,0
5023867,F,112500,Married,House,2,0
5023870,F,180000,Single,House,1,X
5023872,F,180000,Single,House,1,0
5023873,F,180000,Single,House,1,X
5023874,F,180000,Single,House,1,0
5023875,F,180000,Single,House,1,X
5794744,F,180000,Single,House,1,0
5794745,F,180000,Single,House,1,0
5023876,F,360000,Married,House,2,X
5023877,F,360000,Married,House,2,0
5023878,F,360000,Married,House,2,X
5023879,F,360000,Married,House,2,X
5023880,F,360000,Married,House,2,X
5794746,F,360000,Married,House,2,X
5023882,F,135000,Married,House,2,X
5023883,F,135000,Married,House,2,X
5023885,F,135000,Married,House,2,0
5023890,F,189000,Separated,House,1,0
5794768,F,189000,Separated,House,1,0
5023891,F,85500,Married,House,4,0
5023892,F,85500,Married,House,4,0
5023895,F,85500,Married,House,4,X
5794796,F,85500,Married,House,4,X
5023896,F,90000,Married,House,3,X
5023897,F,90000,Married,House,3,X
5023898,F,90000,Married,House,3,X
5023899,F,90000,Married,House,3,X
5023900,F,225000,Married,House,2,X
5023901,F,225000,Married,House,2,0
5023902,F,225000,Married,House,2,0
5023903,F,225000,Married,House,2,0
5023904,F,99000,Married,House,2,0
5023906,F,99000,Married,House,2,0
